cook_time,cuisine,ingredients,ingredients_full,name,prep_time,rating,rating_count,servings
10 to 30 mins,Japanese,"teriyaki sauce,lemongrass,ginger,soba noodles,eggs,pepper,pepper,onion,spring onions,mushrooms,garlic,beansprouts,teriyaki sauce,vegetable oil,sesame seeds","100ml/3½fl oz ready-made teriyaki sauce,4½ tbsp yellow bean sauce ,1 lemongrass stalk, tough outer leaves removed, soft inner core crushed and finely sliced ,1 tbsp freshly grated root ginger,200g/7oz soba noodles,2 free-range eggs, beaten,½ green pepper, seeds removed, sliced,½ red pepper, seeds removed, sliced,1 onion, peeled, thinly sliced,8 spring onions, trimmed, sliced,10 mushrooms, sliced ,2 garlic cloves, peeled, finely chopped,handful fresh beansprouts,4 tbsp ready-made teriyaki sauce ,3 tbsp vegetable oil,½ tsp sesame seeds, to serve (optional)",Veggie stir-fried noodles (Yasai yaki soba),less than 30 mins,5,1,Serves 2
10 to 30 mins,Indian,"chickpea,plain flour,salt,ginger,chillies,coriander,seeds,chilli powder,turmeric,red onion,spring onion,vegetable oil,ghee,venison,prunes,Jerusalem artichoke,ginger,cloves,fresh coriander,chilli powder,garam masala,salt,red onion,vegetable oil","250g/9oz chickpea (gram) flour,250g/9oz plain flour,1 tsp salt,1 tsp chopped root ginger,2 green chillies, finely chopped,2 tbsp finely chopped coriander,1 tsp carom seeds,½ tsp chilli powder,½ tsp ground turmeric,1 red onion, finely chopped,1 spring onion, finely chopped,2 tbsp vegetable oil,3 tbsp ghee for brushing and basting,1kg/2lb 4oz venison, minced,250g/9oz lard ,250g/9oz prunes, stoned and chopped,250g/9oz Jerusalem artichoke (boiled),50g/1¾oz finely chopped fresh root ginger,50g/1¾oz garlic cloves, peeled and chopped ,50g/1¾oz finely chopped fresh coriander,1½ tbsp red chilli powder,1 tsp garam masala,20g/¾oz salt,250g/9oz finely chopped red onion ,50ml/2fl oz vegetable oil",Venison and prune koftas with missi rotis,30 mins to 1 hour,5,3,Serves 4-6
10 to 30 mins,Japanese,"chicken thighs,honey,soy sauce,mirin,ginger,garlic,vegetable oil,noodles","4 chicken thighs,30ml/2 tbsp honey,60ml/4 tbsp soy sauce,60ml/4 tbsp mirin,30ml/2 tbsp sake,2 tsp grated fresh root ginger,1 garlic clove, chopped,30ml/2 tbsp vegetable oil,250g/9oz medium egg noodles",Chicken with teriyaki sauce,less than 30 mins,5,7,Serves 2
less than 10 mins,Japanese,"sesame oil,honey,soy sauce,chicken thigh,olive oil,garlic,leek,pepper","1 tbsp sesame oil,1 tbsp honey,1 tbsp soy sauce,100g/3½oz chicken thigh meat, scored with a sharp knife,1 tbsp olive oil,1 garlic clove, thinly sliced,¼ leek, sliced into long thin strips,¼ red pepper, sliced into long thin strips",Teriyaki chicken with leek and pepper stir-fry,less than 30 mins,5,5,Serves 1
over 2 hours,Indian,"sunflower oil,onion,garlic,curry paste,plain flour,butternut squash,carrot,chopped tomatoes,chickpeas,spinach,brown sugar,vegetable stock,basmati rice","1 tbsp sunflower oil,1 onion, thinly sliced,2 garlic cloves, very thinly sliced,3 tbsp Indian medium curry paste, such as tikka masala or rogan josh,2 tbsp plain flour,500g/1lb 2oz butternut squash, peeled and cut into roughly 2cm/¾in chunks,1 carrot, peeled, halved lengthways and cut into roughly 1cm/½in slices,400g/14oz can chopped tomatoes,400g/14oz  can chickpeas, drained and rinsed,200g/7oz frozen spinach,1 tsp soft light brown sugar,400ml/14fl oz hot vegetable stock (made with 1 stock cube),freshly cooked basmati rice, plain or soya yoghurt and assorted chutneys and pickles",Veggie slow cooker curry,less than 30 mins,5,3,Serves 4
10 to 30 mins,Indian,"olive oil,onion,garlic,cumin,chilli,beef mince,butter,rice,beef stock,peas,salt","1 tbsp olive oil ,1 onion, chopped ,3 garlic cloves, chopped ,½ tbsp cumin seeds ,1 red chilli, seeds removed, finely chopped,250g/9oz beef mince ,25g/1oz butter ,200g/7oz white rice ,1 litre/1¾ pint chicken or beef stock, made from a cube ,300g/10½oz frozen peas,salt and pepper",Beef and pea pilaf,less than 30 mins,5,2,Serves 4
30 mins to 1 hour,Indian,"mung dal,red lentils,chillies,turmeric,salt,sunflower oil,butter,cumin,garlic,ginger,onion,tomatoes,garam masala,fresh coriander,flour,salt,butter","175g/6oz mung dal, washed,175g/6oz red lentils (masoor dal),2 tsp chopped green bird’s-eye chillies (or to taste),1 tsp ground turmeric,2 tsp salt (or to taste),2 tbsp sunflower oil,30g/1oz butter,2½ tsp cumin seeds,5 garlic cloves, finely chopped ,3cm/1¼in fresh root ginger, finely grated ,1 onion, finely chopped ,2 tomatoes, chopped ,2 tsp garam masala ,handful fresh coriander, roughly chopped, to garnish,275g/9¾oz medium chapati flour, plus extra for dusting,1 tsp salt ,25g/1oz butter, to serve",Tarka dal with chapatis,less than 30 mins,5,1,Serves 4
1 to 2 hours,Indian,"chana dal,vegetable oil,cumin,onion,ginger,garlic,turmeric,garam masala,fresh coriander,black pepper","250g/9oz chana dal, rinsed until the water runs clear,3 tbsp vegetable oil ,1 tbsp cumin seeds,1 small onion, chopped,3–4 whole green chillies, pricked with a knife,2cm/¾in piece fresh root ginger, peeled and cut into thin strips,3 garlic cloves, peeled and left whole,3 tomatoes,¾ tsp ground turmeric,¾ tsp garam masala,1½ tsp ground coriander,handful fresh coriander leaves, chopped,salt and freshly ground black pepper",Tarka dal,less than 30 mins,4.6923076923076925,78,Serves 2
10 to 30 mins,Indian,"cassia bark,onion,chilli,garlic,turmeric,salt,cumin,tomato purée,ginger,garam masala,fresh coriander","2 tbsp groundnut oil			 ,2 green cardamoms (or black if you can get them),5cm/2in length cassia bark or cinnamon stick		,1 medium onion, peeled and sliced			 ,255g/9oz rib-eye steak, trimmed and cut into thin strips ,1 green chilli, chopped,2 garlic cloves, peeled and sliced,¼ tsp turmeric,¼ tsp salt,½ tsp ground cumin,½ tsp ground coriander,2 tsp tomato purée,½ tsp peeled and grated root ginger,pinch of garam masala,30g/1oz fresh coriander leaves, washed and chopped, to garnish",Beef Madras,less than 30 mins,4,2,Serves 2
10 to 30 mins,Indian,"red lentils,turmeric,butter,cumin,garlic,chillies,pepper,rice","400g/14oz red lentils, rinsed in a sieve under cold running water,2 tsp ground turmeric ,25g/1oz butter ,2 tsp cumin seeds,3 garlic cloves, finely chopped ,1-2 green chillies, finely chopped, to taste ,salt and pepper ,200g/7oz rice, cooked according to the packet instructions",Tarka dal with rice,less than 30 mins,4.555555555555555,9,Serves 4
10 to 30 mins,Indian,"ground ginger,coriander,cumin,paprika,turmeric,nutmeg,cloves,cinnamon,cayenne pepper,vegetable oil,yoghurt,salmon,floury potatoes,olive oil,paprika,chilli,cumin,garlic,tomatoes,tomatoes,red onion,salt,caster sugar,lemon,olive oil,fresh coriander,mint","1 tsp ground ginger,1 tsp ground coriander,1 tsp ground cumin,½ tsp paprika,½ tsp turmeric,pinch nutmeg, grated,2 cloves, ground,1 cinnamon stick, crushed,1 tsp cayenne pepper,3 tbsp vegetable oil,300ml/10fl oz natural yoghurt,4 darnes of salmon,1kg/2lb 4oz floury potatoes, such as Maris Piper or King Edwards, cut into 3cm/1¼in cubes,100ml/3½fl oz olive oil, for shallow frying,1 tsp smoked paprika,1 red chilli, finely sliced,½ tsp cumin seeds,2 garlic cloves, thinly sliced ,400g tin of chopped tomatoes,4 tomatoes, seeds removed, cut into 3mm/⅛in cubes,1 red onion, sliced,½ tsp salt,1 tsp caster sugar,1 lemon, juice only,2 tbsp extra virgin olive oil,1 tbsp finely chopped fresh coriander,1 tbsp chopped fresh mint","Tandoori salmon with garlic, cumin and tomato potatoes and kachumber salad",1-2 hours,4.5,2,Serves 4
30 mins to 1 hour,Indian,"sunflower oil,onion,garlic,curry powder,red lentils,coconut milk,salt,lemon juice,black pepper,vegetables,fresh coriander,flour,sea salt,chilli powder,turmeric,sunflower oil,yoghurt,mango chutney,lime,fresh coriander","2 tbsp sunflower oil,1 onion, finely chopped,2 garlic cloves, finely sliced,1 tbsp medium curry powder,200g/7oz split red lentils,1 x 400ml tin coconut milk,½-1 tsp salt, to taste,2 tbsp lime or lemon juice,freshly ground black pepper,350g/12oz frozen mixed vegetables, thawed and drained,4 heaped tbsp chopped fresh coriander (optional),150g/5½oz gram flour, sifted,1½ tsp fine sea salt,1 tsp hot chilli powder,1 tsp ground turmeric,2 tbsp sunflower oil, plus extra for deep-frying,4 tbsp plain yoghurt,3-4 tbsp mango chutney,1 lime, cut into wedges (optional),handful chopped fresh coriander (optional)",Vegetable pakoras and coconut dal,less than 30 mins,4.666666666666667,6,Serves 4
30 mins to 1 hour,Indian,"basmati rice,ginger,garlic,chillies,garam masala,cumin,turmeric,chilli powder,yoghurt,lemon juice,fresh coriander,mint,sweet potatoes,beetroot,green beans,peas,cardamom,cumin,bay leaf,chickpeas,butter,double cream,saffron,black pepper,onions,vegetable oil","400g/14oz basmati rice,2 tbsp grated fresh root ginger,2 tbsp grated garlic ,2 green chillies, thinly sliced,2 tsp garam masala,2 tsp ground cumin,1 tsp ground turmeric,1 tsp Kashmiri chilli powder,200g/7oz Greek-style yoghurt,2 tbsp lemon juice,50g/1¾oz fresh coriander, finely chopped, plus extra to garnish,20g/¾oz fresh mint leaves, finely chopped, plus extra to garnish,300g/10½oz sweet potatoes, peeled and cut into 15mm cubes,200g/7oz cooked beetroot, cut into 15mm cubes,200g/7oz green beans, cut into 2cm/¾in lengths,200g/7oz peas, thawed if frozen,1 tsp crushed cardamom seeds,2 tsp cumin seeds,1 bay leaf,200g tin chickpeas, drained and rinsed,3 tbsp butter, melted,2 tbsp double cream, warmed,large pinch saffron,salt and freshly ground black pepper,2 onions, thinly sliced and dried on kitchen paper,vegetable oil, for frying,dried rose petals",Vegetable biryani ,less than 30 mins,4.4375,16,Serves 6
30 mins to 1 hour,Indian,"garlic,ginger,chillies,cumin,coriander,cinnamon,garam masala,tomato,vegetable oil,onion,rice,cauliflower,butternut squash,courgette,peppers,chopped tomatoes,vegetable stock,peas,lime,black pepper,fresh coriander","12 garlic cloves, lightly crushed,3 x 5cm/2in pieces fresh root ginger, peeled and roughly chopped,8 red chillies, roughly chopped (use less if you don't like it too spicy),3 tbsp ground cumin,3 tbsp ground coriander,1 tbsp ground cinnamon,3 tbsp garam masala,3 tbsp tomato purée,1 tsp vegetable oil,1 onion, thinly sliced,300g/10½oz long-grain rice, such as basmati, rinsed, to serve,½ small cauliflower head, cut into medium florets, root thickly sliced,½ small butternut squash, peeled and cut into 2cm/1in chunks,1 courgette, cut into 2cm/1in-thick slices,2 peppers, seeds removed, cut into large chunks,400g tin chopped tomatoes,1 reduced salt vegetable stock cube, crumbled,160g/5½oz frozen peas,1 lime, finely grated zest and juice,salt and freshly ground black pepper,2 tbsp roughly chopped fresh coriander, to garnish",Vegetable balti,less than 30 mins,4.5,16,Serves 4
10 to 30 mins,Indian,"vegetable oil,cumin,chilli,ginger,onions,chilli,pepper,pepper,salt,turmeric,chilli powder,paneer,tomatoes,vinegar,cumin,garam masala","3 tbsp vegetable oil,1½ tsp cumin seeds,1 dried Kashmiri chilli, whole with seeds,5cm/2in piece fresh root ginger, finely shredded,3 small onions, thinly sliced,1 fresh green chilli, chopped, with or without seeds,1 red or yellow pepper, seeds removed, cut lengthways into 5mm/¼in-thick strips,1 green pepper, seeds removed, cut lengthways into 5mm/¼in-thick strips,1 tsp salt,½ tsp ground turmeric,1½ tsp Kashmiri chilli powder,250g/9oz paneer, cut into 3cm/1¼in x 1.5cm/¾in pieces,3 tomatoes, cut into strips,1 tsp wine vinegar,½ tsp toasted ground cumin seeds,¾ tsp garam masala ",Paneer jalfrezi,less than 30 mins,4.933333333333334,15,Serves 2-4
10 to 30 mins,Indian,"potatoes,carrot,cauliflower,vegetable oil,onion,curry powder,chopped tomatoes,spinach,yoghurt,mango chutney","2 medium potatoes (around 350g/12oz), peeled and cut into 2cm chunks,1 large carrot, peeled and sliced diagonally,½ cauliflower (around 300g/10½oz), cut into small florets and halved ,3 tbsp sunflower or vegetable oil,1 large onion, coarsely grated or very finely chopped,1 tbsp medium or hot curry powder,1 x 227g tin chopped tomatoes,300ml/10fl oz vegetable or chicken stock (made with ½ cube), gluten-free if required,100g/3½oz frozen peas or two large handfuls young spinach leaves, or a mixture,plain yoghurt or vegan alternative, to serve,mango chutney, to serve",Vegetable curry,less than 30 mins,4.166666666666667,84,Serves 3
1 to 2 hours,Indian,"potato,butternut squash,aubergine,curry paste,vegetable oil,onions,tomatoes,tomatoes,coconut milk,peppers,courgettes,coriander,black pepper,flour,baking powder,milk,vegetable oil,tomatoes,garlic,butter","1 large potato, peeled and cut into 2cm/¾in cubes  ,1 small butternut squash, peeled, deseeded and cut into 2cm/¾in cubes  ,1 aubergine, cut into 2cm/¾in cubes  ,6 tbsp tikka masala curry paste,3 tbsp vegetable oil,2 onions, finely sliced,700g/1lb 9oz tomatoes, roughly chopped (or 2 x 400g tins chopped tomatoes),400ml tin coconut milk,2 red peppers, thickly sliced,2 courgettes, cut into 2cm/¾in cubes  ,few coriander sprigs, to serve,salt and freshly ground black pepper,500g/1lb 2oz plain white flour,1 tsp baking powder,1 tbsp salt,400ml/14fl oz whole milk,50ml/2fl oz vegetable oil,4 fresh tomatoes, roughly chopped,2 garlic cloves, finely chopped,100g/3½oz butter or ghee, melted ",Vegetable curry with quick naan breads,less than 30 mins,4.933333333333334,15,Serves 8
10 to 30 mins,Indian,"olive oil,garlic,ginger,cumin,paprika,garam masala,tofu,red onion,olive oil,garlic,ginger,bay leaves,garam masala,paprika,passata,brown sugar,turmeric,cardamom,basmati rice,bay leaf,coriander,coconut,naan bread","1 tbsp olive oil,2 large garlic cloves, finely grated,2½cm /1in fresh ginger, finely grated,1 tsp ground cumin,½ tsp paprika,½ tsp garam masala,280g/10oz firm tofu, cut into 3cm/1¼in cubes,1 small red onion, finely chopped,80g/3oz vegan ‘butter’,drizzle olive oil,4 garlic cloves, crushed or grated,2½cm/1in fresh ginger, grated,2 bay leaves,1 tsp garam masala,½ tsp paprika,500ml/18fl oz passata,1 tbsp brown sugar,½ tsp ground turmeric ,4 green cardamom pods, crushed,salt, to taste,180g/6oz basmati rice, rinsed ,1 bay leaf,handful fresh coriander, roughly chopped,coconut yoghurt,fresh naan bread or poppadums and chutney",Tofu vegan curry,less than 30 mins,4.666666666666667,6,Serves 2-3
10 to 30 mins,Indian,"rice,coconut oil,onion,garlic,ginger,broccoli,green beans,carrot,yoghurt,cumin,garam masala,turmeric,curry powder,tomato purée,vegetable stock,yoghurt,baking powder,salt","190g/6½oz rice,2 tsp coconut oil,1 onion, finely chopped,3 garlic cloves, finely chopped,1 thumb ginger, grated,1 broccoli, chopped into florets,handful green beans or mangetout,1 carrot, peeled and sliced thickly,handful baby corn,250g/9oz natural yoghurt,1 tsp ground cumin,1 tsp garam masala,1 tsp ground turmeric,1 tsp mild curry powder,2 tbsp tomato purée,1 vegetable stock cube,150g/ 5½oz plain flour, plus extra for dusting,75g/2¾oz Greek-style yoghurt,1 tsp baking powder,pinch of salt",Veggie korma with naan,less than 30 mins,4.6,10,Serves 4
10 to 30 mins,Indian,"cardamom,cumin,coriander,turmeric,cinnamon,cloves,nutmeg,chilli powder,cayenne pepper,ginger,garlic,yoghurt,lemon,black pepper,lamb,chicken thigh,prawns,salmon,dill,capers,naan bread,lemon,raita","2 tsp ground cardamom,2 tsp ground cumin,2 tsp ground coriander,2 tsp ground turmeric,½ tsp ground cinnamon,¼ tsp ground cloves,freshly grated nutmeg,2 tbsp Kashmiri chilli powder,½ tsp cayenne pepper,50g/1¾oz fresh root ginger, grated,6 garlic cloves, crushed,500g/1lb 2oz full-fat yoghurt,1 lemon, juice only,salt and freshly ground black pepper,8 thick lamb cutlets, French-trimmed,6 chicken thigh fillets, skinned, flattened out and slashed,12 large raw king prawns, shelled, tail tip left on, deveined,400g/14oz salmon fillet, skinned,small bunch fresh dill, very finely chopped,2 tbsp drained capers, very finely chopped,naan bread,lemon wedges,raita (optional) ",Tandoori mixed grill,overnight,4,1,Serves 6-8
1 to 2 hours,Indian,"cauliflower,coconut oil,ginger,chillies,garlic,mustard seeds,turmeric,coconut milk,lemon,potatoes,black pepper,yoghurt,almonds,coriander,plain flour,baking powder,yoghurt","1 large cauliflower, left whole,4 tbsp coconut oil,2.5cm/1in piece fresh root ginger, peeled and grated,4 green chillies, finely chopped and seeds removed,4 garlic cloves, crushed,1 tbsp black mustard seeds,2 tsp ground turmeric,400ml tin coconut milk,1 unwaxed lemon, halved,600g/1lb 5oz potatoes, scrubbed, skin left on and cut into 2cm/¾in pieces,salt and freshly ground black pepper,50g/1¾oz Greek-style yoghurt (or a thick dairy-free alternative), to serve,25g/1oz blanched almonds, to serve,coriander leaves, to serve,200g/7oz plain flour, plus extra for dusting ,1 tsp baking powder ,200g/7oz Greek-style yoghurt or 150ml/5fl oz warm water ",Baked aloo gobi with flatbreads,less than 30 mins,4.586206896551724,29,Serves 4
over 2 hours,Indian,"vegetable oil,braising steak,onion,garlic,cumin,coriander,turmeric,black pepper,chilli powder,ground ginger,cloves,cardamom,cinnamon,chopped tomatoes,yoghurt,vinegar,salt,sugar","125ml/4fl oz ghee or vegetable oil,400g/14oz beef braising steak, diced into 3cm chunks,1 medium onion, diced,2 garlic cloves, finely chopped,1 tsp ground cumin,1 tsp ground coriander,1 tsp ground turmeric,1 tsp ground black pepper,1 tsp chilli powder,½ tsp ground ginger,3 cloves,3 cardamom pods (optional),½ tsp ground cinnamon,½ x 400g/14oz can chopped tomatoes,125g/4½oz natural yoghurt,1 tbsp vinegar,salt,pinch sugar",Aromatic beef curry,less than 30 mins,4.3125,64,Serves 4
10 to 30 mins,Indian,"black eyed beans,cumin,coriander seeds,fennel seeds,fenugreek,cinnamon,chilli,vegetable oil,mustard seeds,curry leaves,onion,garlic,ginger,salt,coriander,coconut","2 x 410g/14oz tins of black eyed beans (or use 225g/8oz dried beans, soaked overnight and cooked),1 tbsp cumin seeds,1 tbsp coriander seeds,1 tsp fennel seeds,¼ tsp fenugreek seeds,1cm/½in stick cinnamon,½ - 2 tsp crushed chilli flakes,4 tbsp vegetable oil,1 tsp black mustard seeds,10 curry leaves (fresh or dried),1 medium onion, finely chopped,2 garlic cloves, crushed,5cm/2in piece fresh ginger, grated,salt to taste,550ml/1pint water,2 tbsp coriander leaves,2 tbsp fresh coconut, grated (optional, but do not use desiccated)",Vegan blackeye bean curry,30 mins to 1 hour,4,4,Serves 4
10 to 30 mins,Indian,"basmati rice,sunflower oil,onion,cumin,bay leaf,cinnamon,cardamom,sunflower oil,butter,cumin,turmeric,ginger,onions,fenugreek,cauliflower,potatoes,garam masala,pepper,fresh coriander","350g/12oz basmati rice,2 tbsp sunflower oil,1 large onion, thinly sliced,2 tsp cumin seeds,1 bay leaf,1 cinnamon stick,3 green cardamom pods,2 tbsp sunflower oil,25g/1oz butter (or dairy-free alternative),2 tsp cumin seeds ,2 tsp ground turmeric,4cm/1½in fresh root ginger, finely grated,2 onions, roughly chopped,2 tsp freshly chopped green bird’s-eye chillies (or to taste) ,3 tbsp dried fenugreek leaves (methi) ,1 cauliflower, broken into florets, leaves chopped ,2 large potatoes, cut into 2cm/¾in cubes,2 tsp garam masala,salt and freshly ground black pepper,handful fresh coriander, to garnish ",Aloo gobi and jeera rice,less than 30 mins,5,12,Serves 4
10 to 30 mins,Indian,"sunflower oil,cumin,mustard seeds,red onion,chilli,ginger,garlic,garam masala,turmeric,tomato purée,caster sugar,sea salt,coconut milk,fresh coriander,flaked almonds","3 tbsp sunflower oil,1 tsp cumin seeds,1 tsp yellow mustard seeds,1 red onion, finely sliced,1 red chilli, finely sliced,15g/½oz fresh ginger, finely grated,3 garlic cloves, finely grated,1 tsp garam masala,½ tsp ground turmeric,2 tsp tomato purée,½ tsp caster sugar,½ tsp flaked sea salt,½ x 400ml tin coconut milk,510g/1lb 2oz tinned banana blossom, jackfruit or artichoke hearts, well drained and sliced in half,10g/⅓oz bunch fresh coriander, leaves chopped ,20g/¾oz toasted flaked almonds (optional)",Banana blossom curry ,less than 30 mins,5,2,Serves 2–3
10 to 30 mins,Indian,"bay leaf,black peppercorns,cinnamon,cardamom,cloves,nutmeg,mace,cloves,vegetable oil,vegetable oil,onions,garlic,garlic,salt,chilli powder,cumin,coriander,curry powder,tomatoes,fresh coriander,venison,coriander cress,basmati rice","1 bay leaf,10 black peppercorns,5cm/2in piece of cinnamon stick,6 green cardamom pods,4 cloves,¼ tsp grated nutmeg,1 blade of mace,2 garlic cloves, peeled,1 tbsp vegetable oil,2 tbsp vegetable oil,3 onions, finely sliced,1 tbsp ginger-garlic paste (pound equal quantities of garlic and ginger with a little water),salt, to taste,1 tsp red chilli powder,1 tsp ground cumin,1 tsp ground coriander,1 tsp medium curry powder,3 plum tomatoes, roughly chopped,2 tbsp finely chopped fresh coriander,500g/1lb 2oz venison fillet,4 tbsp coriander cress, to garnish,steamed basmati rice, to serve",Bangladeshi venison curry,less than 30 mins,1,1,Serves 4
30 mins to 1 hour,Indian,"floury potatoes,vegetable oil,onion,cumin,star anise,sea salt,garlic,ginger,chilli,garam masala,turmeric,coriander,butter,cauliflower","3 medium–large floury potatoes (about 500g/1lb 2oz in weight), peeled and chopped into bite-sized pieces ,1 tbsp vegetable oil,1 large brown onion, finely chopped ,2 tsp cumin seeds,1 star anise,2 tsp sea salt, plus extra if desired,2 large garlic cloves, crushed ,4cm/1½in piece fresh root ginger, peeled and finely grated ,½ chilli, finely chopped, plus extra if desired,1½ tsp garam masala,1 tsp turmeric,few sprigs fresh coriander, leaves and stalks separated and both finely chopped (about 1 pinch stalks, 2 pinches leaves, or to taste),50g/1¾oz unsalted butter ,1 small head of cauliflower, cut into small florets",Aloo gobi ,less than 30 mins,4.5,10,Serves 4
30 mins to 1 hour,Indian,"basmati rice,sunflower oil,onion,cumin,cinnamon,cloves,cardamom,sunflower oil,butter,onions,ginger,turmeric,cumin,mustard seeds,chilli,potato,aubergines,aubergines,fenugreek,garam masala,fresh coriander,salt","175g/6oz basmati rice,2 tbsp sunflower oil,1 onion, thinly sliced,1 tsp cumin seeds,½ cinnamon stick,2 cloves,2 cardamom pods,2 tbsp sunflower oil,20g/¾oz butter,1½ onions, diced,3cm/1¼in fresh root ginger, peeled and grated,1½ tsp turmeric,1½ tsp cumin seeds ,1 tsp black mustard seeds,1 tsp chopped fresh green chilli (adjust to taste),1 large potato chopped into 1cm/½in cubes,6–8 baby aubergines (or two medium aubergines), chopped into 2cm/¾in cubes,25g/1oz fresh fenugreek leaves (methi), chopped (or 3 tbsp dried methi),1 tsp garam masala,small bunch fresh coriander, finely chopped,salt",Aloo baingun (veggie potato and aubergine curry),less than 30 mins,5,2,Serves 4
10 to 30 mins,Italian,"olive oil,onion,risotto rice,white wine,chicken stock,asparagus,peas,cheddar,parmesan","1 tbsp olive oil,1 onion, finely chopped,250g/9oz risotto rice,¼ bottle white wine,290ml/10fl oz/½ pint chicken stock (or 2 stock cubes and ½ pint boiling water),1 bunch asparagus, chopped,150g/5oz fresh peas (shelled weight),100g/4oz mature cheddar, grated,25g/1oz parmesan",Asparagus and garden pea risotto,less than 30 mins,4.666666666666667,3,Serves 4
10 to 30 mins,Indian,"cardamom,black peppercorns,dried chillies,cloves,star anise,cinnamon,cumin,coriander seeds,vegetable oil,garlic,ginger,red onion,turmeric,chilli powder,chillies,peppers,tomato purée,leftover turkey,vinegar,sugar,salt,fresh coriander","6 cardamom pods,1 tsp black peppercorns,4 dried chillies,6 cloves ,3 star anise,½ cinnamon stick,1 tsp cumin seeds,½ tsp coriander seeds,3 tbsp vegetable oil,3-4 cloves garlic, finely sliced ,5cm/2in piece fresh ginger, cut into thin strips ,1 red onion, cut into thin strips,½ tsp turmeric powder,1 tsp red chilli powder,2 green chillies, chopped,3 bell peppers, mixed colours, cut into thin strips  ,3 tbsp tomato purée,500g/1lb 2oz leftover turkey, cut into thin strips,2 tbsp malt vinegar,pinch sugar,salt,1 tbsp chopped fresh coriander, to garnish",Leftover turkey vindaloo,less than 30 mins,2.75,4,Serves 4
30 mins to 1 hour,Indian,chicken,"2 x whole chicken, skin removed, jointed,200ml/7fl oz yoghurt,2 tsp ginger and garlic paste,½ tsp chilli powder,1 tsp ground coriander ,¼ tsp ground cinnamon,½ tsp garam masala,2 tsp lemon juice,½ tsp mango powder (available from specialist Asian stores),½ tsp fenugreek leaf powder,1 tbsp chickpea flour,1 tsp saffron water or ¼ tsp edible orange colour,1 tsp vegetable oil,pinch salt,50g/2oz melted butter, for basting,1 tbsp chat masala (available from specialist Asian stores), to serve  ,1 lime wedge, to serve,200g/7oz black chickpeas, sprouted or cooked,110g/4oz green lentil, sprouted or cooked,small bunch watercress,small bunch baby red chard leaves,1 tomato, chopped,1 red onion, chopped,1 cucumber, chopped,1 tbsp chopped fresh coriander leaves,½  tsp chopped fresh ginger,3 tbsp vegetable oil,1 tsp lime juice,pinch salt,pinch sugar ,1 green chilli chopped (optional),½ tsp cumin seeds, toasted, ground,1 tsp chat masala (available from specialist Asian stores),200g/7oz fresh mint leaves,110g/4oz fresh coriander leaves,2 tbsp chopped red onions,2 tbsp lemon juice,1 green chilli, chopped finely,½ tsp salt,½ tbsp vegetable oil,5 tbsp thick Greek-style yoghurt",Tandoori chicken with lentil salad,less than 30 mins,4,1,Serves 4
10 to 30 mins,Indian,"ginger,garlic,chilli,yoghurt,chickpea flour,chilli powder,paprika,coriander,garam masala,cinnamon,saffron,salt,chicken thighs,butter,chaat masala,parathas,salad leaves","2.5cm/1in piece fresh ginger, finely grated,4 garlic cloves, finely grated,1 bird's-eye green chilli, very finely chopped,2 tbsp Greek-style yoghurt,2 tsp gram flour (chickpea flour),½ tsp chilli powder (or a little more if you’d like it spicy),1 tsp mild paprika,1 tsp ground coriander ,½ tsp garam masala ,pinch ground cinnamon ,pinch saffron, crushed,pinch salt,450g/1lb skinless boneless chicken thighs, cut into bite-sized pieces,small knob ghee or butter, melted, for basting,1 tsp chaat masala (available in large or Asian supermarkets),½ lime, juice only,parathas,salad leaves",Tandoori chicken tikka ,30 mins to 1 hour,4.846153846153846,13,Makes 5
30 mins to 1 hour,Indian,"lentils,ginger,garlic,salt,chilli powder,tomato purée,butter,garam masala,fenugreek,sugar,single cream,sugar,eggs,milk,plain flour,salt,vegetable oil,baking powder,pigeon,garlic,salt,chilli powder,lemon,cumin,cloves,yoghurt,sugar,garam masala,vegetable oil,cucumber,tomato,red onion,lemon,salt,sugar","250g/9oz black gram urad lentils, soaked in lukewarm water overnight,2½ litres/4½ pints water,1 tsp ginger paste,1 tsp garlic paste,1 tsp salt,1½ tsp red chilli powder,2 tbsp tomato purée,150g/5oz slightly salted butter,1 tsp garam masala ,1 tsp ground dried fenugreek leaves,½ tsp sugar,50ml/2fl oz single cream,35g/1¼oz sugar,2 free-range eggs,400ml/14fl oz full-fat milk,750g/1lb 11oz plain flour,1 tbsp salt,50ml/2fl oz vegetable oil,1½ tsp baking powder,2 tbsp chopped fresh coriander and garlic,2 tbsp black onion seeds,3 tbsp melted butter,2 pigeon breasts, de-boned and skinned,2 tsp ginger-garlic paste,1/3 tsp salt,1 tsp Kashmiri red chilli powder,½ lemon, juice only,½ tsp cumin seeds,4 cloves,1 tbsp yoghurt,1 pinch sugar,½ tsp garam masala,1 tbsp vegetable oil,15cm/6in piece cucumber, finely diced,1 tomato, seeds removed, chopped,1 red onion, finely diced,½ lemon, juice only,1 pinch salt  ,1 pinch sugar","Tandoori breast of pigeon, black lentils, kachumber salad and naan bread",1-2 hours,5,1,Serves 2
